word,stem,lemma
dulche,dulch,dulche
dull,dull,dull
dullard,dullard,dullard
duller,duller,duller
dullness,dull,dullness
dully,dulli,dully
dulness,dul,dulness
duly,duli,duly
dulzura,dulzura,dulzura
dumain,dumain,dumain
dumb,dumb,dumb
dumbly,dumbl,dumbly
dumbness,dumb,dumbness
dumbs,dumb,dumb
dumbshow,dumbshow,dumbshow
dump,dump,dump
dun,dun,dun
duncan,duncan,duncan
dung,dung,dung
dungeon,dungeon,dungeon
dunghill,dunghil,dunghill
dungy,dungi,dungy
dunk,dunk,dunk
dunsinane,dunsinan,dunsinane
dunsmore,dunsmor,dunsmore
dunstable,dunstabl,dunstable
dupp,dupp,dupp
durance,duranc,durance
durst,durst,durst
dusky,duski,dusky
dust,dust,dust
dusty,dusti,dusty
dutch,dutch,dutch
dutchman,dutchman,dutchman
duteous,duteou,duteous
dutiful,duti,dutiful
duty,duti,duty
dwarf,dwarf,dwarf
dwarfish,dwarfish,dwarfish
dwell,dwell,dwell
dwellest,dwellest,dwell
dwelling,dwell,dwelling
dwelt,dwelt,dwelt
dwindle,dwindl,dwindle
dye,dye,dye
dyed,dy,dye
dyeing,dye,dye
dying,die,die
eager,eager,eager
eagerly,eagerli,eagerly
eagerness,eager,eagerness
eagle,eagl,eagle
eale,eal,eale
ean,ean,ean
eane,ean,eane
eanling,eanl,eanling
ear,ear,ear
eare,ear,eare
earl,earl,earl
earldom,earldom,earldom
earliness,earli,earliness
early,earli,early
earn,earn,earn
earnest,earnest,earnest
earnestly,earnestli,earnestly
earnestness,earnest,earnestness
earth,earth,earth
earthen,earthen,earthen
earthlier,earthlier,earthlier
earthly,earthli,earthly
earthquake,earthquak,earthquake
earthy,earthi,earthy
earwax,earwax,earwax
ease,eas,ease
easeful,eas,easeful
easier,easier,easy
easiliest,easiliest,easiliest
easily,easili,easily
easiness,easi,easiness
east,east,east
eastcheap,eastcheap,eastcheap
easter,easter,easter
eastern,eastern,eastern
eastward,eastward,eastward
easy,easi,easy
eat,eat,eat
eaten,eaten,eat
eater,eater,eater
eating,eat,eat
eaux,eaux,eaux
eave,eav,eave
eaves,eav,eave
ebb,ebb,ebb
ebbing,eb,ebb
ebon,ebon,ebon
ebony,eboni,ebony
ebrew,ebrew,ebrew
ecce,ecc,ecce
echapper,echapp,echapper
eche,ech,eche
echo,echo,echo
eclipse,eclips,eclipse
ecolier,ecoli,ecoli
ecoutez,ecoutez,ecoutez
ecstasy,ecstasi,ecstasy
ecu,ecu,ecu
ecus,ecu,ecus
eden,eden,eden
edgar,edgar,edgar
edge,edg,edge
edgeless,edgeless,edgeless
edict,edict,edict
edifice,edific,edifice
edifie,edifi,edifie
edify,edifi,edify
edition,edit,edition
edmund,edmund,edmund
edmundsbury,edmundsburi,edmundsbury
educate,educ,educate
education,educ,education
edward,edward,edward
eed,eed,eed
eel,eel,eel
eet,eet,eet
effect,effect,effect
effectless,effectless,effectless
effectual,effectu,effectual
effectually,effectu,effectually
effeminate,effemin,effeminate
effigy,effigi,effigy
effuse,effus,effuse
effusion,effus,effusion
eft,eft,eft
eftsoon,eftsoon,eftsoon
egal,egal,egal
egally,egal,egally
eget,eget,eget
egeus,egeu,egeus
egg,egg,egg
eglamour,eglamour,eglamour
eglantine,eglantin,eglantine
ego,ego,ego
egregious,egregi,egregious
egregiously,egregi,egregiously
egress,egress,egress
egypt,egypt,egypt
egyptian,egyptian,egyptian
egyptians,egyptian,egyptian
eight,eight,eight
eighteen,eighteen,eighteen
eighth,eighth,eighth
eighty,eighti,eighty
eisel,eisel,eisel
either,either,either
eject,eject,eject
eke,eke,eke
elbe,elb,elbe
elbow,elbow,elbow
eld,eld,eld
elder,elder,elder
eldest,eldest,eld
eleanor,eleanor,eleanor
elect,elect,elect
election,elect,election
elegancy,eleg,elegancy
elegy,elegi,elegy
element,element,element
elements,element,element
elephant,eleph,elephant
elevated,elev,elevate
eleven,eleven,eleven
eleventh,eleventh,eleventh
elf,elf,elf
elflock,elflock,elflock
elinor,elinor,elinor
elizabeth,elizabeth,elizabeth
ell,ell,ell
elle,ell,elle
elm,elm,elm
eloquence,eloqu,eloquence
eloquent,eloqu,eloquent
else,els,else
elsewhere,elsewher,elsewhere
elsinore,elsinor,elsinore
eltham,eltham,eltham
elve,elv,elve
elvish,elvish,elvish
ely,eli,ely
elysium,elysium,elysium
emballing,embal,emballe
embalm,embalm,embalm
embark,embark,embark
embarquement,embarqu,embarquement
embassade,embassad,embassade
embassage,embassag,embassage
embassy,embassi,embassy
embattaile,embattail,embattaile
embattle,embattl,embattle
embay,embay,embay
embellish,embellish,embellish
ember,ember,ember
emblaze,emblaz,emblaze
emblem,emblem,emblem
embody,embodi,embody
embolden,embolden,embolden
emboss,emboss,emboss
embossed,emboss,emboss
embounde,embound,embounde
embowel,embowel,embowel
embowell,embowel,embowell
embowelle,embowel,embowelle
embrace,embrac,embrace
embracement,embrac,embracement
embrasure,embrasur,embrasure
embrewe,embrew,embrewe
embroider,embroid,embroider
embroidery,embroideri,embroidery
emerald,emerald,emerald
emilia,emilia,emilia
eminence,emin,eminence
eminent,emin,eminent
emmanuel,emmanuel,emmanuel
emmence,emmenc,emmence
emmew,emmew,emmew
empale,empal,empale
emperial,emperi,emperial
emperor,emperor,emperor
empery,emperi,empery
emphasis,emphasi,emphasis
empire,empir,empire
empiric,empir,empiric
empiricutic,empiricut,empiricutic
employ,employ,employ
employer,employ,employer
employment,employ,employment
empoison,empoison,empoison
empress,empress,empress
emptier,emptier,emptier
emptiness,empti,emptiness
empty,empti,empty
emulate,emul,emulate
emulation,emul,emulation
emulator,emul,emulator
emulous,emul,emulous
enact,enact,enact
enacture,enactur,enacture
enamel,enamel,enamel
enamell,enamel,enamell
enamour,enamour,enamour
encamp,encamp,encamp
encave,encav,encave
enceladus,enceladu,enceladus
encertain,encertain,encertain
encertaintie,encertainti,encertaintie
enchafe,enchaf,enchafe
enchafed,enchaf,enchafe
enchant,enchant,enchant
enchanting,enchant,enchant
enchantingly,enchantingli,enchantingly
enchantment,enchant,enchantment
enchantress,enchantress,enchantress
enchase,enchas,enchase
encircle,encircl,encircle
enclose,enclos,enclose
encloseth,encloseth,encloseth
enclouded,encloud,enclouded
encompass,encompass,encompass
encompasseth,encompasseth,encompasseth
encompassment,encompass,encompassment
encore,encor,encore
encounter,encount,encounter
encounterd,encounterd,encounterd
encountered,encount,encounter
encounterers,encounter,encounterer
encourage,encourag,encourage
encouragement,encourag,encouragement
encroach,encroach,encroach
encumber,encumb,encumber
end,end,end
endamage,endamag,endamage
endamagement,endamag,endamagement
endanger,endang,endanger
endart,endart,endart
endavour,endavour,endavour
endear,endear,endear
endeavor,endeavor,endeavor
endeavour,endeavour,endeavour
endeavours,endeavour,endeavour
ending,end,end
endless,endless,endless
endow,endow,endow
endowment,endow,endowment
ends,end,end
endue,endu,endue
endur,endur,endur
endurance,endur,endurance
endure,endur,endure
endymion,endymion,endymion
enemy,enemi,enemy
enfeeble,enfeebl,enfeeble
enfeoff,enfeoff,enfeoff
enfetter,enfett,enfetter
enfold,enfold,enfold
enfolding,enfold,enfold
enforc,enforc,enforc
enforce,enforc,enforce
enforcedly,enforcedli,enforcedly
enforcement,enforc,enforcement
enfranche,enfranch,enfranche
enfranchise,enfranchis,enfranchise
enfranchised,enfranchis,enfranchise
enfranchisement,enfranchis,enfranchisement
enfreed,enfre,enfreed
enfreedome,enfreedom,enfreedome
engage,engag,engage
engaged,engag,engage
engagement,engag,engagement
engaol,engaol,engaol
engender,engend,engender
engendering,engend,engendering
engenders,engend,engender
engild,engild,engild
engine,engin,engine
engineer,engin,engineer
enginer,engin,enginer
engirt,engirt,engirt
england,england,england
english,english,english
englishe,english,englishe
englishman,englishman,englishman
englishwoman,englishwoman,englishwoman
englut,englut,englut
engraffe,engraff,engraffe
engrave,engrav,engrave
engross,engross,engross
enguard,enguard,enguard
enigma,enigma,enigma
enigmatical,enigmat,enigmatical
enjoin,enjoin,enjoin
enjoineth,enjoineth,enjoineth
enjoy,enjoy,enjoy
enkindle,enkindl,enkindle
enlard,enlard,enlard
enlarge,enlarg,enlarge
enlargement,enlarg,enlargement
enlargeth,enlargeth,enlargeth
enlink,enlink,enlink
enmesh,enmesh,enmesh
enmity,enmiti,enmity
ennoble,ennobl,ennoble
enobarb,enobarb,enobarb
enobarbus,enobarbu,enobarbus
enointe,enoint,enointe
enormity,enorm,enormity
enormous,enorm,enormous
enough,enough,enough
enow,enow,enow
enpierced,enpierc,enpierce
enrage,enrag,enrage
enraged,enrag,enrage
enrank,enrank,enrank
enrapt,enrapt,enrapt
enrich,enrich,enrich
enriche,enrich,enriche
enridge,enridg,enridge
enring,enr,enre
enrobe,enrob,enrobe
enrobed,enrob,enrobe
enrol,enrol,enrol
enroll,enrol,enroll
enrounde,enround,enrounde
enschedule,enschedul,enschedule
ensconce,ensconc,ensconce
enseame,enseam,enseame
ensear,ensear,ensear
enseigne,enseign,enseigne
enseignez,enseignez,enseignez
ensemble,ensembl,ensemble
enshelter,enshelt,enshelter
enshield,enshield,enshield
enshrine,enshrin,enshrine
ensign,ensign,ensign
ensky,enski,ensky
ensnare,ensnar,ensnare
ensnareth,ensnareth,ensnareth
ensteep,ensteep,ensteep
ensue,ensu,ensue
ensues,ensu,ensue
entail,entail,entail
entame,entam,entame
entangle,entangl,entangle
entendre,entendr,entendre
enter,enter,enter
enterprise,enterpris,enterprise
entertain,entertain,entertain
entertainer,entertain,entertainer
entertainest,entertainest,entertainest
entertainment,entertain,entertainment
enthral,enthral,enthral
enthrall,enthral,enthrall
enthrone,enthron,enthrone
entice,entic,entice
enticement,entic,enticement
enticeth,enticeth,enticeth
entire,entir,entire
entirely,entir,entirely
entitle,entitl,entitle
entomb,entomb,entomb
entrail,entrail,entrail
entrance,entranc,entrance
entrap,entrap,entrap
entrapp,entrapp,entrapp
entre,entr,entre
entreasure,entreasur,entreasure
entreat,entreat,entreat
entreatie,entreati,entreatie
entreatment,entreat,entreatment
entreats,entreat,entreat
entreaty,entreati,entreaty
entrenched,entrench,entrench
entry,entri,entry
entwist,entwist,entwist
envelop,envelop,envelop
envelope,envelop,envelope
envenom,envenom,envenom
envenomed,envenom,envenom
envious,enviou,envious
enviously,envious,enviously
environ,environ,environ
envoy,envoy,envoy
envy,envi,envy
enwheel,enwheel,enwheel
enwombe,enwomb,enwombe
enwrap,enwrap,enwrap
ephesian,ephesian,ephesian
ephesus,ephesu,ephesus
epicure,epicur,epicure
epicurean,epicurean,epicurean
epicurism,epicur,epicurism
epicurus,epicuru,epicurus
epidamnum,epidamnum,epidamnum
epidaurus,epidauru,epidaurus
epigram,epigram,epigram
epilepsy,epilepsi,epilepsy
epileptic,epilept,epileptic
epilogue,epilogu,epilogue
epistle,epistl,epistle
epistrophus,epistrophu,epistrophus
epitaph,epitaph,epitaph
epithet,epithet,epithet
epitheton,epitheton,epitheton
epitome,epitom,epitome
equal,equal,equal
equality,equal,equality
equall,equal,equall
equally,equal,equally
equalness,equal,equalness
equinoctial,equinocti,equinoctial
equinox,equinox,equinox
equity,equiti,equity
equivalent,equival,equivalent
equivocal,equivoc,equivocal
equivocate,equivoc,equivocate
equivocation,equivoc,equivocation
equivocator,equivoc,equivocator
erbear,erbear,erbear
erbeare,erbear,erbeare
erblow,erblow,erblow
erboard,erboard,erboard
erborne,erborn,erborne
ercame,ercam,ercame
ercast,ercast,ercast
ercharge,ercharg,ercharge
ercharged,ercharg,ercharge
ercle,ercl,ercle
ercome,ercom,ercome
erdoing,erdo,erdoe
ere,ere,ere
erebus,erebu,erebus
erect,erect,erect
erected,erect,erect
erecting,erect,erect
erection,erect,erection
erewhile,erewhil,erewhile
ereye,erey,ereye
erflourish,erflourish,erflourish
erflow,erflow,erflow
erflowe,erflow,erflowe
erga,erga,erga
ergalle,ergal,ergalle
erglance,erglanc,erglance
ergo,ergo,ergo
ergone,ergon,ergone
ergrow,ergrow,ergrow
ergrown,ergrown,ergrown
ergrowth,ergrowth,ergrowth
erhang,erhang,erhang
erhange,erhang,erhange
erhasty,erhasti,erhasty
erhear,erhear,erhear
erheard,erheard,erheard
eringo,eringo,eringo
erjoy,erjoy,erjoy
erleap,erleap,erleap
erlook,erlook,erlook
erlooke,erlook,erlooke
ermaster,ermast,ermaster
ermasterest,ermasterest,ermaster
ermatch,ermatch,ermatch
ermengare,ermengar,ermengare
ermount,ermount,ermount
ernight,ernight,ernight
ero,ero,ero
eros,ero,ero
erpaid,erpaid,erpaid
erparte,erpart,erparte
erpast,erpast,erpast
erpay,erpay,erpay
erpingham,erpingham,erpingham
erpower,erpow,erpower
erpress,erpress,erpress
err,err,err
errand,errand,errand
errant,errant,errant
erreach,erreach,erreach
erreaching,erreach,erreache
erread,erread,erread
errest,errest,err
erroneous,erron,erroneous
error,error,error
errs,err,err
errule,errul,errule
errun,errun,errun
ershade,ershad,ershade
ershot,ershot,ershot
ershower,ershow,ershower
erslip,erslip,erslip
erspread,erspread,erspread
erst,erst,erst
erstep,erstep,erstep
erstunk,erstunk,erstunk
ersway,ersway,ersway
erswell,erswel,erswell
erta,erta,erta
ertake,ertak,ertake
ertheless,ertheless,ertheless
erthrow,erthrow,erthrow
erthrown,erthrown,erthrown
ertook,ertook,ertook
ertop,ertop,ertop
ertoppe,ertopp,ertoppe
ertrip,ertrip,ertrip
erturn,erturn,erturn
erudition,erudit,erudition
eruption,erupt,eruption
ervalue,ervalu,ervalue
erwatch,erwatch,erwatch
erween,erween,erween
erweening,erween,erweene
erweigh,erweigh,erweigh
erwhelm,erwhelm,erwhelm
erwhelmed,erwhelm,erwhelme
erworn,erworn,erworn
escalus,escalu,escalus
escane,escan,escane
escape,escap,escape
escapedst,escapedst,escapedst
escapen,escapen,escapen
eschew,eschew,eschew
escote,escot,escote
especial,especi,especial
especially,especi,especially
esperance,esper,esperance
espial,espial,espial
espie,espi,espie
espouse,espous,espouse
espy,espi,espy
esquire,esquir,esquire
essay,essay,essay
essence,essenc,essence
essential,essenti,essential
essentially,essenti,essentially
essex,essex,essex
est,est,est
establish,establish,establish
estate,estat,estate
esteem,esteem,esteem
esteemed,esteem,esteem
esteemeth,esteemeth,esteemeth
estimable,estim,estimable
estimate,estim,estimate
estimation,estim,estimation
estime,estim,estime
estrange,estrang,estrange
estranged,estrang,estrange
estridge,estridg,estridge
etc,etc,etc
ete,ete,ete
eternal,etern,eternal
eternally,etern,eternally
eterne,etern,eterne
eternity,etern,eternity
eternize,etern,eternize
ethiope,ethiop,ethiope
ethiopes,ethiop,ethiope
ethiopian,ethiopian,ethiopian
etna,etna,etna
eton,eton,eton
etre,etr,etre
eunuch,eunuch,eunuch
eunuchs,eunuch,eunuchs
euphrate,euphrat,euphrate
euphronius,euphroniu,euphronius
euriphile,euriphil,euriphile
europa,europa,europa
europe,europ,europe
evade,evad,evade
evans,evan,evans
evasion,evas,evasion
eve,eve,eve
even,even,even
evening,even,evening
evenly,evenli,evenly
event,event,event
eventful,event,eventful
ever,ever,ever
everlaste,everlast,everlaste
everlasting,everlast,everlaste
everlastingly,everlastingli,everlastingly
evermore,evermor,evermore
every,everi,every
everyone,everyon,everyone
everything,everyth,everything
everywhere,everywher,everywhere
evidence,evid,evidence
evident,evid,evident
evil,evil,evil
evilly,evilli,evilly
evitate,evit,evitate
ewe,ewe,ewe
ewer,ewer,ewer
ewes,ewe,ewe
exact,exact,exact
exactest,exactest,exact
exacting,exact,exact
exaction,exact,exaction
exactly,exactli,exactly
exalt,exalt,exalt
exalted,exalt,exalt
examination,examin,examination
examine,examin,examine
example,exampl,example
examples,exampl,example
exasperate,exasper,exasperate
exceed,exceed,exceed
exceedeth,exceedeth,exceedeth
exceeding,exceed,exceed
exceedingly,exceedingli,exceedingly
exceeds,exce,exceed
excel,excel,excel
excellence,excel,excellence
excellency,excel,excellency
excellent,excel,excellent
excellently,excel,excellently
excelling,excel,excel
excels,excel,excel
except,except,except
excepted,except,except
exception,except,exception
exceptless,exceptless,exceptless
excess,excess,excess
excessive,excess,excessive
exchange,exchang,exchange
exchequer,exchequ,exchequer
excite,excit,excite
excitement,excit,excitement
excitements,excit,excitement
exclaim,exclaim,exclaim
exclamation,exclam,exclamation
exclude,exclud,exclude
excommunicate,excommun,excommunicate
excommunication,excommun,excommunication
excrement,excrement,excrement
excursion,excurs,excursion
excus,excu,excus
excusable,excus,excusable
excuse,excus,excuse
excusez,excusez,excusez
execrable,execr,execrable
execration,execr,execration
execute,execut,execute
execution,execut,execution
executioner,execution,executioner
executor,executor,executor
executors,executor,executor
exempt,exempt,exempt
exequie,exequi,exequie
exercise,exercis,exercise
exeter,exet,exeter
exeunt,exeunt,exeunt
exhalation,exhal,exhalation
exhale,exhal,exhale
exhalest,exhalest,exhal
exhaust,exhaust,exhaust
exhibit,exhibit,exhibit
exhibiter,exhibit,exhibiter
exhibition,exhibit,exhibition
exhort,exhort,exhort
exhortation,exhort,exhortation
exigent,exig,exigent
exile,exil,exile
exiled,exil,exile
exist,exist,exist
exit,exit,exit
exorcis,exorci,exorcis
exorcism,exorc,exorcism
exorcist,exorcist,exorcist
expect,expect,expect
expectance,expect,expectance
expectancy,expect,expectancy
expectation,expect,expectation
expecter,expect,expecter
expedience,expedi,expedience
expedient,expedi,expedient
expediently,expedi,expediently
expedition,expedit,expedition
expeditious,expediti,expeditious
expel,expel,expel
expell,expel,expell
expelling,expel,expel
expend,expend,expend
expense,expens,expense
experience,experi,experience
